policy,rep,cumulative_reward,expected_cumulative_reward,oracle_regret,share_arm0,share_arm1,share_arm2,share_arm3
epsilon_greedy,265,1526.0,1534.8789196078312,246.70023625399165,0.0375,0.65125,0.286,0.02525
epsilon_greedy,266,1465.0,1472.7785127039615,315.6426696830507,0.0255,0.024,0.92825,0.02225
epsilon_greedy,267,1547.0,1566.039326935571,213.8074248939611,0.031,0.91725,0.0265,0.02525
epsilon_greedy,268,1589.0,1571.67356601619,206.96792645699807,0.0235,0.8895,0.04925,0.03775
epsilon_greedy,269,1413.0,1439.930836976792,366.2152407437387,0.02525,0.04825,0.047,0.8795
epsilon_greedy,270,1468.0,1481.6214626909327,314.2922899070891,0.0265,0.0245,0.9235,0.0255
epsilon_greedy,271,1497.0,1471.0947382653092,312.904451303544,0.0255,0.0725,0.807,0.095
epsilon_greedy,272,1544.0,1571.9038508747278,213.09048806514423,0.02925,0.896,0.03925,0.0355
epsilon_greedy,273,1618.0,1560.2100520388626,219.00986132712032,0.02725,0.856,0.0525,0.06425
epsilon_greedy,274,1573.0,1547.6169276197038,243.23716833858143,0.0295,0.62875,0.28175,0.06
epsilon_greedy,275,1508.0,1473.0762418578154,316.7399841898836,0.04025,0.033,0.88475,0.042
epsilon_greedy,276,1547.0,1521.7032315441752,250.8764932661653,0.0235,0.6435,0.0375,0.2955
epsilon_greedy,277,1601.0,1599.285528022655,200.70578777707465,0.02325,0.9285,0.025,0.02325
epsilon_greedy,278,1567.0,1594.895256191823,204.3421590956204,0.024,0.91925,0.03425,0.0225
epsilon_greedy,279,1659.0,1579.2370744188138,207.7378837900349,0.02475,0.8865,0.06825,0.0205
epsilon_greedy,280,1580.0,1575.6670457316443,224.41748483004253,0.03025,0.79725,0.14275,0.02975
epsilon_greedy,281,1410.0,1436.2682792834617,358.22275427615835,0.02475,0.0435,0.05625,0.8755
epsilon_greedy,282,1463.0,1488.200444440782,302.67744871569664,0.026,0.0525,0.89225,0.02925
epsilon_greedy,283,1648.0,1606.392877585158,200.76211886070223,0.024,0.8995,0.04925,0.02725
epsilon_greedy,284,1600.0,1587.9607176181098,211.151120441334,0.03275,0.913,0.03025,0.024
epsilon_greedy,285,1547.0,1574.0897365804526,218.4769559461426,0.024,0.85625,0.03775,0.082
epsilon_greedy,286,1583.0,1590.0569792524543,212.13463446245945,0.03225,0.91475,0.0275,0.0255
epsilon_greedy,287,1620.0,1582.6634310802126,212.34035615083252,0.0215,0.82825,0.1185,0.03175
epsilon_greedy,288,1579.0,1574.968591373282,217.08209494933573,0.02375,0.8355,0.11525,0.0255
epsilon_greedy,289,1478.0,1485.6760672981209,300.7221806439353,0.02375,0.17675,0.7205,0.079
epsilon_greedy,290,1529.0,1580.7675809616512,207.8100888011976,0.02375,0.9115,0.03,0.03475
epsilon_greedy,291,1594.0,1591.2648566571074,213.99276780305212,0.02475,0.8585,0.069,0.04775
epsilon_greedy,292,1596.0,1555.1271062270205,241.54647705353008,0.0295,0.6765,0.265,0.029
epsilon_greedy,293,1479.0,1486.7637116362466,314.9032971940409,0.029,0.032,0.90025,0.03875
epsilon_greedy,294,1586.0,1577.9309466253458,212.85972300782265,0.03075,0.8795,0.05075,0.039
epsilon_greedy,295,1634.0,1602.7542183153478,208.5116300912719,0.02775,0.904,0.0405,0.02775
epsilon_greedy,296,1479.0,1463.0029525090856,308.8465426472578,0.0255,0.03325,0.916,0.02525
epsilon_greedy,297,1557.0,1560.0925983926072,227.31206163328125,0.02625,0.7945,0.033,0.14625
epsilon_greedy,298,1552.0,1564.3395899357902,206.0126314258068,0.02675,0.91675,0.02475,0.03175
epsilon_greedy,299,1622.0,1610.388645829893,206.96557520267328,0.02175,0.889,0.0635,0.02575
thompson,0,1551.0,1556.187239559978,243.126686791428,0.02475,0.65125,0.1915,0.1325
thompson,1,1561.0,1585.497740709869,221.09962264313756,0.034,0.8615,0.05375,0.05075
thompson,2,1483.0,1501.3824831311836,254.16812433998368,0.0355,0.61725,0.173,0.17425
thompson,3,1546.0,1545.1476064671451,241.10557427466864,0.0285,0.676,0.215,0.0805
thompson,4,1587.0,1575.0435411278972,215.64243350118903,0.02725,0.87475,0.0565,0.0415
thompson,5,1503.0,1509.698456317437,273.20389181543857,0.05125,0.5295,0.35675,0.0625
thompson,6,1609.0,1593.485291267379,213.8917029455432,0.02475,0.88975,0.03,0.0555
thompson,7,1481.0,1494.504756026639,295.5988837511695,0.0275,0.437,0.126,0.4095
thompson,8,1537.0,1548.3425649027697,232.607583325256,0.0335,0.74175,0.17025,0.0545
thompson,9,1579.0,1589.1672431264683,217.50982343805703,0.02825,0.81825,0.07025,0.08325
thompson,10,1512.0,1490.8858190076471,293.8544421244191,0.03025,0.3915,0.13925,0.439
thompson,11,1490.0,1506.5162066739688,292.9748848218875,0.05775,0.435,0.436,0.07125
thompson,12,1440.0,1503.1198523599926,280.0126287353934,0.0355,0.44675,0.2355,0.28225
thompson,13,1599.0,1565.1616793174571,240.1134695464974,0.02725,0.6995,0.113,0.16025
thompson,14,1553.0,1557.733518110587,234.9343701270101,0.03425,0.77775,0.10875,0.07925
thompson,15,1537.0,1551.1358401423968,255.19864203664812,0.03125,0.66575,0.17975,0.12325
thompson,16,1549.0,1550.7623989962397,228.3484949760152,0.02175,0.77,0.12175,0.0865
thompson,17,1555.0,1592.1802788647085,219.6174775770707,0.02775,0.82025,0.08425,0.06775
thompson,18,1582.0,1524.880928283609,267.97879653900003,0.02925,0.49675,0.22875,0.24525
thompson,19,1590.0,1572.5448743627044,233.13469291592003,0.025,0.73975,0.1395,0.09575
thompson,20,1551.0,1555.042356081427,246.137889082186,0.03475,0.72375,0.09925,0.14225
thompson,21,1597.0,1572.23191881051,216.5550022810905,0.02375,0.80525,0.119,0.052
thompson,22,1566.0,1544.90495117842,245.5233048486088,0.026,0.61325,0.31275,0.048
thompson,23,1532.0,1552.2611746673324,251.3038427258819,0.03375,0.6575,0.14825,0.1605
thompson,24,1544.0,1542.1911338560108,239.2443778912432,0.03825,0.70175,0.213,0.047
thompson,25,1455.0,1467.640122894709,323.44003890635327,0.03975,0.24575,0.176,0.5385
thompson,26,1547.0,1534.6768972338086,239.2545711886085,0.02825,0.68875,0.163,0.12
thompson,27,1442.0,1464.4428982161871,325.80500885381525,0.0415,0.13525,0.632,0.19125
thompson,28,1596.0,1562.287912743897,231.73998608588,0.0325,0.76775,0.117,0.08275
thompson,29,1532.0,1494.1355955505485,289.5031985723102,0.058,0.381,0.5175,0.0435
thompson,30,1558.0,1505.915884445391,284.99543671541454,0.03,0.50675,0.06,0.40325
thompson,31,1572.0,1534.1522488448368,249.1039764223573,0.0265,0.58425,0.33775,0.0515
thompson,32,1589.0,1568.159318958535,224.41685187832525,0.02175,0.809,0.055,0.11425
thompson,33,1562.0,1547.626278782563,249.11703483225452,0.03125,0.65375,0.0435,0.2715
thompson,34,1533.0,1532.577703014616,238.9283802851804,0.03075,0.73725,0.08125,0.15075
thompson,35,1558.0,1549.0162747540269,228.8133342342861,0.0415,0.82975,0.02725,0.1015
thompson,36,1509.0,1510.2627872060204,268.3394783706896,0.03725,0.454,0.4585,0.05025
thompson,37,1514.0,1544.2712890820928,257.0950590702135,0.0315,0.62725,0.195,0.14625
thompson,38,1608.0,1583.5703378068806,214.5291417981049,0.03075,0.839,0.05925,0.071
thompson,39,1522.0,1546.6810617009835,237.8124858636112,0.02925,0.64025,0.2775,0.053
thompson,40,1535.0,1524.6033957752672,254.50811860064124,0.0255,0.6025,0.15525,0.21675
thompson,41,1480.0,1480.7409994903835,301.4105766517825,0.036,0.22375,0.659,0.08125
thompson,42,1445.0,1430.338099770427,353.91864135087576,0.02325,0.05175,0.08975,0.83525
thompson,43,1510.0,1509.795191413698,279.21573437634584,0.05475,0.50375,0.215,0.2265
thompson,44,1572.0,1554.5141224126305,255.9958816956984,0.053,0.6585,0.128,0.1605
thompson,45,1549.0,1586.1951167684292,215.9915292777454,0.03125,0.84025,0.08375,0.04475
thompson,46,1563.0,1525.3733513273232,265.79217136733985,0.02975,0.49575,0.32725,0.14725
thompson,47,1519.0,1547.661879159385,251.83649587394007,0.02575,0.5885,0.28575,0.1
thompson,48,1528.0,1517.5387811116386,257.8223492188491,0.03925,0.6375,0.09475,0.2285
thompson,49,1549.0,1552.4328203069758,241.6816751372905,0.03525,0.73725,0.10975,0.11775
thompson,50,1629.0,1568.4692413674402,218.4016683518211,0.02475,0.794,0.1255,0.05575
thompson,51,1593.0,1573.7845759510512,226.83647996257832,0.02925,0.8065,0.07225,0.092
thompson,52,1502.0,1541.429054292112,249.73555789274505,0.03,0.676,0.16425,0.12975
thompson,53,1591.0,1561.2216037909868,223.66040574656472,0.035,0.85925,0.0525,0.05325
thompson,54,1524.0,1497.4447018642811,296.37196028111106,0.03325,0.26225,0.483,0.2215
thompson,55,1611.0,1552.3013523840702,241.3560874495668,0.023,0.7125,0.15525,0.10925
thompson,56,1567.0,1528.3645290763534,252.44902160381275,0.0585,0.733,0.03525,0.17325
thompson,57,1514.0,1527.597998700512,247.0740410277492,0.031,0.63925,0.14225,0.1875
thompson,58,1448.0,1432.7854897881878,346.3899350010622,0.0675,0.10175,0.475,0.35575
thompson,59,1519.0,1523.9384341081486,266.4357380258677,0.0385,0.514,0.259,0.1885
thompson,60,1518.0,1525.8106943571397,257.69163201501897,0.03725,0.6145,0.243,0.10525
thompson,61,1591.0,1588.1660621792862,213.7253756413611,0.01825,0.84725,0.0505,0.084
thompson,62,1515.0,1509.17396565418,293.1080547490307,0.02575,0.239,0.46825,0.267
thompson,63,1563.0,1546.1383089311475,242.35612408440775,0.02675,0.696,0.086,0.19125
thompson,64,1610.0,1575.810257932196,222.23867568706223,0.0275,0.8455,0.0735,0.0535
thompson,65,1575.0,1561.419221623716,229.22147976932632,0.02,0.729,0.07025,0.18075
thompson,66,1480.0,1480.3610026656368,284.24842750449415,0.0435,0.42775,0.2535,0.27525
thompson,67,1607.0,1555.7828260063104,230.60492649870736,0.02475,0.739,0.1605,0.07575
thompson,68,1467.0,1498.2037263636057,302.51655613878813,0.02825,0.232,0.535,0.20475
thompson,69,1542.0,1535.735286134851,251.95674209992123,0.02525,0.596,0.193,0.18575
thompson,70,1515.0,1530.2954135433242,257.84214378710897,0.0395,0.537,0.3525,0.071
thompson,71,1579.0,1554.6920504496986,239.79193308730785,0.03275,0.68275,0.22875,0.05575
thompson,72,1579.0,1563.0438408666428,235.2763579052069,0.0335,0.7735,0.08025,0.11275
thompson,73,1526.0,1562.4621967054009,222.88420858595865,0.0275,0.84025,0.02975,0.1025
thompson,74,1491.0,1479.162433753556,286.0969891967724,0.0465,0.4305,0.18325,0.33975
thompson,75,1556.0,1572.659463319827,228.8039549745888,0.0335,0.76975,0.12475,0.072
thompson,76,1560.0,1571.5032506593084,215.71699416564053,0.03175,0.84,0.06225,0.066
thompson,77,1543.0,1530.9486501856727,264.2121428462729,0.037,0.612,0.14,0.211
thompson,78,1529.0,1508.8792218636772,294.4611106034764,0.0415,0.3665,0.3435,0.2485
thompson,79,1517.0,1511.759189304335,286.3672134492536,0.03225,0.33675,0.47875,0.15225
thompson,80,1593.0,1556.6879603207567,230.30210206760836,0.026,0.74675,0.156,0.07125
thompson,81,1483.0,1511.3746154986195,274.8740119688938,0.02925,0.5445,0.073,0.35325
thompson,82,1526.0,1542.7838543896264,235.17454034180983,0.0305,0.761,0.14425,0.06425
thompson,83,1634.0,1554.5575140863675,217.38263619755745,0.026,0.8275,0.035,0.1115
thompson,84,1534.0,1511.738304877344,270.9125219153185,0.03675,0.49575,0.3515,0.116
thompson,85,1513.0,1474.7276188796336,326.0592483683512,0.0255,0.09225,0.6225,0.25975
thompson,86,1573.0,1528.9662042782952,258.4736753558819,0.0355,0.64875,0.09075,0.225
thompson,87,1575.0,1540.011152274608,237.26335043544492,0.0435,0.7205,0.20225,0.03375
thompson,88,1517.0,1513.1641969646814,252.66496164484408,0.02825,0.529,0.36625,0.0765
thompson,89,1511.0,1496.1525112595111,293.7987831142995,0.0415,0.35875,0.36325,0.2365
thompson,90,1533.0,1566.7147229570223,231.20575625886647,0.03225,0.7945,0.106,0.06725
thompson,91,1509.0,1516.5529205556577,266.3518907335893,0.056,0.63475,0.15825,0.151
thompson,92,1527.0,1544.7367018246146,238.24879793313812,0.02125,0.61825,0.28125,0.07925
thompson,93,1539.0,1546.581875714504,234.93300388192023,0.0345,0.786,0.09075,0.08875
thompson,94,1587.0,1558.0435568184264,227.04866113014145,0.031,0.75475,0.13875,0.0755
thompson,95,1529.0,1522.8283011009116,257.39043363481505,0.04575,0.60825,0.155,0.191
thompson,96,1526.0,1569.5085224971403,220.75310579832453,0.027,0.84325,0.084,0.04575
thompson,97,1602.0,1577.2415361820167,217.0108068045647,0.0335,0.82625,0.102,0.03825
thompson,98,1551.0,1520.8562156443252,267.9076249499474,0.026,0.46875,0.411,0.09425
thompson,99,1557.0,1564.823678074839,237.17116326707077,0.0265,0.74375,0.05625,0.1735
thompson,100,1520.0,1534.096664816343,267.62598335749226,0.029,0.45525,0.4405,0.07525
thompson,101,1503.0,1508.3495065440147,273.55705422112817,0.04175,0.55175,0.104,0.3025
thompson,102,1504.0,1519.0201047272722,277.132451984048,0.0225,0.39,0.44,0.1475
thompson,103,1507.0,1539.5004914084327,242.71446195860543,0.0285,0.67025,0.17175,0.1295
thompson,104,1585.0,1576.9679086953051,219.942186266183,0.03125,0.82975,0.0465,0.0925
thompson,105,1586.0,1546.708046724298,243.51820396228237,0.04775,0.70225,0.1475,0.1025
thompson,106,1538.0,1549.997867614324,246.7797542972463,0.052,0.6705,0.24975,0.02775
thompson,107,1432.0,1450.1191950852735,338.4130376384581,0.02625,0.1445,0.096,0.73325
thompson,108,1537.0,1544.0682820750171,229.4604726748595,0.03475,0.8065,0.0565,0.10225
thompson,109,1506.0,1532.753032532495,263.1101108463373,0.03725,0.58875,0.22525,0.14875
thompson,110,1558.0,1576.4208743800418,212.19602298854173,0.03,0.869,0.04675,0.05425
thompson,111,1564.0,1567.6302866252731,227.82581175436803,0.02925,0.776,0.1155,0.07925
thompson,112,1536.0,1556.7840703726304,225.85862378042745,0.043,0.8645,0.04825,0.04425
thompson,113,1579.0,1540.3374789107083,240.21638228142376,0.0295,0.679,0.252,0.0395
thompson,114,1573.0,1523.6537153860422,253.18764202862684,0.035,0.59025,0.3195,0.05525
thompson,115,1565.0,1544.0000349284107,232.61843629205896,0.0295,0.7495,0.10625,0.11475
thompson,116,1523.0,1554.3788882611689,237.8744894635288,0.02325,0.6475,0.26725,0.062
thompson,117,1502.0,1525.5477595599286,273.23244543923386,0.052,0.477,0.4175,0.0535
thompson,118,1546.0,1548.5569909101107,236.84556855291495,0.03775,0.721,0.1955,0.04575
thompson,119,1487.0,1494.8734259997418,304.4577574623146,0.0315,0.2385,0.37925,0.35075
thompson,120,1541.0,1565.3916209221943,230.37127618510252,0.0315,0.76225,0.14825,0.058
thompson,121,1551.0,1582.4022363238582,220.1211033330052,0.02225,0.818,0.07,0.08975
thompson,122,1552.0,1528.81705751072,266.61499363888555,0.0315,0.49575,0.354,0.11875
thompson,123,1598.0,1565.244113315778,230.70449663634528,0.025,0.7195,0.208,0.0475
thompson,124,1483.0,1509.6163137160845,271.8697188669981,0.03225,0.39775,0.49125,0.07875
thompson,125,1545.0,1566.1999105598602,234.2580092901013,0.04525,0.7945,0.09025,0.07
thompson,126,1556.0,1552.663894165522,231.31256513578572,0.026,0.702,0.2145,0.0575
thompson,127,1511.0,1553.417505890568,230.5875215937908,0.03475,0.833,0.085,0.04725
thompson,128,1533.0,1528.0772485509185,261.7289033727116,0.02475,0.479,0.455,0.04125
thompson,129,1590.0,1552.362103150347,218.4605199044325,0.02775,0.80925,0.09275,0.07025
thompson,130,1576.0,1566.3758447946195,228.16726955560648,0.0255,0.792,0.0795,0.103
thompson,131,1552.0,1552.455179053985,240.7820165962826,0.036,0.755,0.13175,0.07725
thompson,132,1529.0,1537.5671077213228,252.3606370245875,0.02975,0.62375,0.23575,0.11075
thompson,133,1561.0,1549.4618319896258,232.37114899081772,0.03075,0.72725,0.17325,0.06875
thompson,134,1584.0,1543.622431945313,244.74104602768008,0.03475,0.62625,0.28725,0.05175
thompson,135,1510.0,1488.8491874956771,285.8013899983806,0.032,0.407,0.1755,0.3855
thompson,136,1611.0,1557.5649839791704,247.39135435041487,0.0395,0.71525,0.033,0.21225
thompson,137,1563.0,1558.6642864343753,225.11830520881605,0.03325,0.8105,0.082,0.07425
thompson,138,1597.0,1552.760106621799,235.3441464993357,0.035,0.76175,0.1235,0.07975
thompson,139,1480.0,1481.7635503554563,305.76421836379257,0.05325,0.24125,0.53,0.1755
thompson,140,1584.0,1563.3634287879654,226.7956891791971,0.024,0.779,0.078,0.119
thompson,141,1456.0,1504.8614099907404,289.22973226822427,0.0245,0.387,0.22075,0.36775
thompson,142,1579.0,1522.1954060840806,258.1229967937138,0.0365,0.585,0.142,0.2365
thompson,143,1453.0,1462.4532043261347,323.8459800875375,0.02725,0.10775,0.45625,0.40875
thompson,144,1503.0,1524.640921211069,269.774547564367,0.03275,0.443,0.3295,0.19475
thompson,145,1564.0,1568.7756879321587,233.1123943155565,0.029,0.69225,0.20825,0.0705
thompson,146,1582.0,1581.1928894674288,214.0812731710611,0.0275,0.85775,0.077,0.03775
thompson,147,1501.0,1516.086185348655,272.0816326057391,0.0255,0.4615,0.36425,0.14875
thompson,148,1546.0,1523.3871103409142,269.3852520592667,0.0325,0.45975,0.39025,0.1175
thompson,149,1601.0,1576.6831167406085,233.3087482122543,0.0415,0.793,0.1195,0.046
thompson,150,1614.0,1565.735504021934,213.7432597907747,0.02875,0.811,0.11025,0.05
thompson,151,1499.0,1545.982356684575,232.802770439104,0.02275,0.68275,0.1085,0.186
thompson,152,1502.0,1508.7274641623876,287.9588263359404,0.04075,0.47975,0.153,0.3265
thompson,153,1587.0,1562.1543694478453,236.2185822422903,0.022,0.74075,0.11775,0.1195
thompson,154,1453.0,1502.8425635227802,284.2219374229278,0.03125,0.3455,0.573,0.05025
thompson,155,1506.0,1531.052098387733,234.25136614575095,0.03425,0.7675,0.0425,0.15575
thompson,156,1519.0,1529.507916376642,254.6082289553259,0.0345,0.6595,0.16775,0.13825
thompson,157,1423.0,1463.284140117156,321.82110065152983,0.06125,0.2525,0.42125,0.265
thompson,158,1530.0,1534.445774576591,248.22919364330176,0.0305,0.58425,0.2155,0.16975
thompson,159,1527.0,1535.5780735609314,249.6443277502468,0.0225,0.61975,0.2105,0.14725
thompson,160,1572.0,1588.683661314381,222.21962375787285,0.0245,0.82775,0.072,0.07575
thompson,161,1541.0,1544.8710825350154,245.39968026467145,0.03175,0.6885,0.10025,0.1795
thompson,162,1616.0,1589.51141326377,211.48723558198145,0.02625,0.86,0.06375,0.05
thompson,163,1400.0,1466.635864701499,301.1904967185926,0.0315,0.357,0.138,0.4735
thompson,164,1506.0,1526.6760458173378,276.3073890385182,0.0425,0.499,0.25725,0.20125
thompson,165,1580.0,1546.4214059204132,240.22259207762565,0.0305,0.7135,0.13775,0.11825
thompson,166,1503.0,1541.7704695030402,246.23412049786407,0.02975,0.6205,0.30275,0.047
thompson,167,1533.0,1515.597700449196,278.8327433955069,0.04625,0.49825,0.323,0.1325
thompson,168,1565.0,1583.3426686253129,224.39764760057076,0.0415,0.85775,0.074,0.02675
thompson,169,1563.0,1573.9558285286146,226.0789414894241,0.02725,0.755,0.16625,0.0515
thompson,170,1589.0,1518.8088902794768,256.42757951115,0.02825,0.5955,0.27625,0.1
thompson,171,1528.0,1547.8364669062537,233.81359869429545,0.0275,0.69125,0.1655,0.11575
thompson,172,1544.0,1554.7585448458876,226.66927747460704,0.039,0.79325,0.09975,0.068
thompson,173,1592.0,1572.2174180188133,220.0537441710128,0.03775,0.77875,0.118,0.0655
thompson,174,1488.0,1517.0779519537157,282.11776964272315,0.045,0.477,0.23325,0.24475
thompson,175,1581.0,1562.507720538783,233.7084376312008,0.0285,0.72275,0.086,0.16275
thompson,176,1540.0,1539.0686181866377,242.93790392748548,0.02725,0.652,0.198,0.12275
thompson,177,1606.0,1556.80826047578,231.8668792117308,0.02625,0.793,0.03475,0.146
thompson,178,1575.0,1550.420899915321,242.5721116068274,0.04725,0.67625,0.20875,0.06775
thompson,179,1492.0,1521.4034930723806,275.6788310970276,0.0305,0.38875,0.498,0.08275
thompson,180,1559.0,1572.5224615997488,244.4124687183668,0.037,0.73825,0.06425,0.1605
thompson,181,1502.0,1537.2045457411086,245.97321389250544,0.0265,0.6985,0.04825,0.22675
thompson,182,1593.0,1584.414409495555,214.95591042795007,0.0345,0.85025,0.05675,0.0585
thompson,183,1602.0,1567.277758745675,213.4038506468102,0.0255,0.861,0.0355,0.078
thompson,184,1548.0,1547.3902755319075,237.8250161717937,0.025,0.65975,0.2665,0.04875
thompson,185,1531.0,1538.3450989009905,245.3583873127529,0.04275,0.72075,0.142,0.0945
thompson,186,1559.0,1536.0676284904482,246.88966880495943,0.02325,0.582,0.31875,0.076
thompson,187,1527.0,1559.8491720148995,232.81658347840693,0.03175,0.73875,0.14325,0.08625
thompson,188,1547.0,1574.5514800040796,221.116713704895,0.03475,0.859,0.0545,0.05175
thompson,189,1489.0,1542.8389086729026,235.78920631972304,0.023,0.64575,0.2475,0.08375
thompson,190,1486.0,1488.041010541279,295.66131548780925,0.04075,0.263,0.4705,0.22575
thompson,191,1492.0,1524.9310773977595,259.4166505608269,0.0345,0.52625,0.38775,0.0515
thompson,192,1538.0,1513.8159031914147,273.6220200565757,0.0335,0.43325,0.40225,0.131
thompson,193,1537.0,1547.2714520013797,240.50640779212227,0.02425,0.7095,0.23,0.03625
thompson,194,1489.0,1480.1573502259669,305.5267515713914,0.03525,0.22975,0.52825,0.20675
thompson,195,1556.0,1549.7489218705457,234.9425509723668,0.03375,0.781,0.07775,0.1075
thompson,196,1612.0,1548.3268573350438,255.5430012323445,0.0205,0.644,0.12375,0.21175
thompson,197,1590.0,1580.5308118895289,227.42209076565337,0.033,0.82875,0.0645,0.07375
thompson,198,1582.0,1528.2413070142093,238.74169561486008,0.0225,0.69075,0.2375,0.04925
thompson,199,1575.0,1560.0165688710726,245.66126161879723,0.02025,0.62125,0.20875,0.14975
thompson,200,1522.0,1546.4380076822083,254.67889737599336,0.0235,0.579,0.2755,0.122
thompson,201,1472.0,1514.0835190738703,254.9186999050304,0.03225,0.60225,0.21725,0.14825
thompson,202,1545.0,1513.2975789483903,257.73174700130187,0.026,0.49575,0.4005,0.07775
thompson,203,1531.0,1554.0853474791393,242.81163512654572,0.02625,0.6805,0.0945,0.19875
thompson,204,1542.0,1540.716051944336,228.09895857994232,0.0455,0.84625,0.04125,0.067
thompson,205,1530.0,1529.1349252086156,266.4004723417712,0.0285,0.56325,0.19475,0.2135
thompson,206,1529.0,1532.1608004331638,241.24182262449065,0.041,0.753,0.09425,0.11175
thompson,207,1613.0,1534.6625779364226,257.60361873920283,0.04075,0.64075,0.08725,0.23125
thompson,208,1528.0,1522.8622052562184,268.2631030751946,0.033,0.48025,0.383,0.10375
thompson,209,1611.0,1577.3834186034078,225.94465454835185,0.029,0.80275,0.07825,0.09
thompson,210,1573.0,1546.4025152190688,234.4293779502181,0.02175,0.68625,0.2325,0.0595
thompson,211,1604.0,1582.7233251319442,230.1110762300484,0.0295,0.74375,0.13875,0.088
thompson,212,1561.0,1512.074232928558,278.05176532109897,0.0275,0.47675,0.23775,0.258
thompson,213,1631.0,1564.883066365595,220.94945620630224,0.0235,0.81725,0.05925,0.1
thompson,214,1550.0,1567.995039232862,237.42484277327,0.045,0.77075,0.03,0.15425
thompson,215,1569.0,1545.8053745743468,238.77374021797755,0.04225,0.76575,0.08725,0.10475
thompson,216,1498.0,1537.8089392195052,246.7695881010181,0.036,0.70325,0.11775,0.143
thompson,217,1570.0,1555.2814760207657,211.03163148234543,0.026,0.8815,0.03775,0.05475
thompson,218,1542.0,1547.4050848899724,245.8350422514233,0.03725,0.68875,0.177,0.097
thompson,219,1450.0,1459.2632215592075,303.1699208036818,0.03625,0.2785,0.326,0.35925
thompson,220,1573.0,1583.626333440441,215.36502997244725,0.03625,0.89225,0.025,0.0465
thompson,221,1515.0,1528.4301966129697,248.06762433250248,0.02925,0.64925,0.15225,0.16925
thompson,222,1541.0,1543.9265374925826,241.78673042721576,0.03375,0.67225,0.20575,0.08825
thompson,223,1548.0,1541.7529692530156,249.8401125239298,0.03025,0.68475,0.215,0.07
thompson,224,1525.0,1548.9063465000402,243.6814713603569,0.03225,0.6565,0.254,0.05725
thompson,225,1476.0,1452.4674994843665,333.72139601359777,0.04725,0.086,0.59,0.27675
thompson,226,1498.0,1494.042867617841,290.079119573915,0.053,0.38825,0.366,0.19275
thompson,227,1507.0,1515.844518138816,280.0697367176525,0.04175,0.449,0.39925,0.11
thompson,228,1509.0,1533.3026345873411,267.62844421059486,0.049,0.52975,0.3375,0.08375
thompson,229,1526.0,1538.1266450485837,246.4051782973256,0.04175,0.656,0.25425,0.048
thompson,230,1544.0,1504.648261182569,286.4872917780244,0.033,0.3205,0.565,0.0815
thompson,231,1523.0,1503.3527705167676,261.80517569337644,0.03625,0.57775,0.17175,0.21425
thompson,232,1558.0,1552.9305064597154,235.09601990151333,0.03275,0.77575,0.11375,0.07775
thompson,233,1515.0,1532.924177014826,242.1617742631093,0.03375,0.7575,0.1145,0.09425
thompson,234,1560.0,1499.5069087790907,309.04337360223985,0.04975,0.25525,0.5305,0.1645
thompson,235,1437.0,1474.745593745984,328.6919989786245,0.02575,0.08825,0.60675,0.27925
thompson,236,1541.0,1557.8698443998187,240.57919063270455,0.0295,0.69975,0.1715,0.09925
thompson,237,1570.0,1562.5208033192248,245.67935923710968,0.0295,0.63,0.21075,0.12975
thompson,238,1545.0,1544.833165632967,248.7522553578562,0.04675,0.688,0.1795,0.08575
thompson,239,1556.0,1560.0793550300502,236.37587556342248,0.03025,0.72,0.09725,0.1525
thompson,240,1576.0,1550.3316972534762,235.82688611501771,0.02525,0.70125,0.2215,0.052
thompson,241,1608.0,1552.8055926949946,234.8422213814809,0.03525,0.704,0.18275,0.078
thompson,242,1527.0,1562.9778319273678,230.150536381186,0.02525,0.762,0.12425,0.0885
thompson,243,1460.0,1514.766348326062,283.46991020278256,0.02675,0.39875,0.37825,0.19625
thompson,244,1545.0,1532.1549185443498,256.93743554836885,0.0275,0.54375,0.2925,0.13625
thompson,245,1551.0,1549.571391804924,237.1773788189371,0.02525,0.71225,0.1055,0.157
thompson,246,1596.0,1560.8227908262238,242.6679714657561,0.0305,0.70825,0.13975,0.1215
thompson,247,1628.0,1562.5226270122175,236.6533363492272,0.0295,0.73525,0.0925,0.14275
thompson,248,1562.0,1562.008523432178,222.8629799366985,0.03075,0.784,0.158,0.02725
thompson,249,1557.0,1551.4842532123166,236.44274623325688,0.04,0.7445,0.15775,0.05775
thompson,250,1508.0,1518.7730261471063,266.7504780370625,0.04075,0.50325,0.32375,0.13225
thompson,251,1580.0,1546.7340408751115,243.81577706635903,0.0305,0.737,0.06325,0.16925
thompson,252,1577.0,1566.4977003363035,231.41016052388957,0.02475,0.7495,0.1745,0.05125
thompson,253,1538.0,1522.461189253476,269.32933229222544,0.03125,0.50475,0.25225,0.21175
thompson,254,1571.0,1567.701451568254,235.45237464759148,0.0345,0.76575,0.02875,0.171
thompson,255,1543.0,1546.4778060958242,247.0634938034872,0.027,0.60075,0.33375,0.0385
thompson,256,1444.0,1462.8931661058114,315.64260078689193,0.04375,0.22425,0.33875,0.39325
thompson,257,1482.0,1526.8221376577503,244.3348128135553,0.02425,0.66775,0.214,0.094
thompson,258,1578.0,1572.0012615521257,215.2560113943743,0.038,0.89475,0.026,0.04125
