policy,rep,cumulative_reward,expected_cumulative_reward,oracle_regret,share_arm0,share_arm1,share_arm2,share_arm3
ucb1,251,1559.0,1548.5132816248884,242.0365363165822,0.03,0.66,0.23725,0.07275
ucb1,252,1586.0,1571.242343346831,226.66551751336212,0.017,0.74,0.119,0.124
ucb1,253,1521.0,1535.5766535028351,256.2138680428666,0.02,0.5675,0.2465,0.166
ucb1,254,1580.0,1550.1210661533585,253.03276006248694,0.036,0.6085,0.223,0.1325
ucb1,255,1586.0,1536.2814593715568,257.25984052775453,0.047,0.65225,0.17975,0.121
ucb1,256,1469.0,1494.8512149357084,283.68455195699494,0.02875,0.3665,0.41875,0.186
ucb1,257,1513.0,1487.4779210388438,283.67902943246224,0.0185,0.461,0.15675,0.36375
ucb1,258,1564.0,1540.7975397507307,246.4597331957692,0.017,0.62375,0.14925,0.21
ucb1,259,1528.0,1520.777024085216,261.46197468867274,0.041,0.5655,0.24075,0.15275
ucb1,260,1575.0,1526.0459546443394,282.01286546038347,0.02775,0.39125,0.4435,0.1375
ucb1,261,1456.0,1457.1535279049976,337.8820905885064,0.05525,0.1625,0.304,0.47825
ucb1,262,1555.0,1529.5889621695742,242.00810970008962,0.0235,0.69325,0.16525,0.118
ucb1,263,1492.0,1508.6051555905096,259.90270845322914,0.046,0.63425,0.151,0.16875
ucb1,264,1533.0,1502.580210826812,272.6930785083644,0.03325,0.505,0.253,0.20875
ucb1,265,1570.0,1535.8731064628423,245.70604939898024,0.032,0.67725,0.227,0.06375
ucb1,266,1523.0,1536.6724084892635,251.74877389774866,0.01075,0.526,0.3125,0.15075
ucb1,267,1519.0,1518.3192783278278,261.5274735017044,0.01425,0.49075,0.33875,0.15625
ucb1,268,1554.0,1526.889935277468,251.7515571957196,0.0205,0.56125,0.3035,0.11475
ucb1,269,1566.0,1533.3975034138343,272.748574306696,0.03675,0.5255,0.29275,0.145
ucb1,270,1522.0,1494.8103163044925,301.1034362935293,0.039,0.3795,0.2505,0.331
ucb1,271,1573.0,1510.668146887942,273.3310426809112,0.0365,0.49375,0.193,0.27675
ucb1,272,1513.0,1458.6961406915564,326.29819824831566,0.06125,0.26325,0.32675,0.34875
ucb1,273,1582.0,1524.5050312253,254.71488214068302,0.048,0.6195,0.25425,0.07825
ucb1,274,1529.0,1535.2835038560124,255.57059210227288,0.0355,0.5815,0.20125,0.18175
ucb1,275,1550.0,1495.5943017133425,294.2219243343567,0.05825,0.40525,0.22775,0.30875
ucb1,276,1502.0,1517.2086650679782,255.37105974236235,0.02025,0.6125,0.1705,0.19675
ucb1,277,1565.0,1507.470272472697,292.52104332703254,0.0325,0.368,0.423,0.1765
ucb1,278,1507.0,1527.7175447811308,271.5198705063124,0.06625,0.58275,0.30975,0.04125
ucb1,279,1608.0,1537.7206841393595,249.25427406948933,0.03575,0.635,0.21375,0.1155
ucb1,280,1553.0,1538.3004275414924,261.7841030201949,0.054,0.62425,0.17675,0.145
ucb1,281,1489.0,1521.633031474164,272.85800208545584,0.0395,0.50825,0.17325,0.279
ucb1,282,1542.0,1521.847515207903,269.03037794857596,0.0365,0.47175,0.327,0.16475
ucb1,283,1559.0,1533.970244716157,273.1847517297034,0.03675,0.474,0.3625,0.12675
ucb1,284,1549.0,1556.4107417886416,242.70109627080197,0.04725,0.746,0.1295,0.07725
ucb1,285,1485.0,1499.4972860029898,293.0694065236055,0.06025,0.43625,0.286,0.2175
ucb1,286,1557.0,1540.465361660702,261.7262520542117,0.062,0.6135,0.18825,0.13625
ucb1,287,1550.0,1564.175975496013,230.82781173503213,0.01475,0.6715,0.22575,0.088
ucb1,288,1556.0,1529.2295534123627,262.82113291025496,0.04175,0.53275,0.30275,0.12275
ucb1,289,1568.0,1548.8482619044275,237.5499860376285,0.02025,0.698,0.1615,0.12025
ucb1,290,1506.0,1512.8073017180795,275.7703680447692,0.03175,0.50175,0.2545,0.212
ucb1,291,1502.0,1550.028063101384,255.22956135877547,0.0205,0.645,0.10775,0.22675
ucb1,292,1553.0,1539.2305874192384,257.4429958613123,0.02475,0.55375,0.30325,0.11825
ucb1,293,1481.0,1534.9846806609537,266.6823281693338,0.0575,0.57175,0.2505,0.12025
ucb1,294,1525.0,1538.7088372493326,252.08183238383612,0.03425,0.634,0.159,0.17275
ucb1,295,1564.0,1577.6062653065128,233.65958310010677,0.0395,0.74225,0.08,0.13825
ucb1,296,1515.0,1512.780225880622,259.06926927572135,0.0135,0.4715,0.40275,0.11225
ucb1,297,1493.0,1510.2578595914529,277.14680043443605,0.0305,0.424,0.31025,0.23525
ucb1,298,1455.0,1494.9315505167867,275.4206708448103,0.038,0.4905,0.19525,0.27625
ucb1,299,1558.0,1567.5730063790545,249.78121465351157,0.0395,0.67175,0.22375,0.065
