policy,segment,arm,estimate,ci_low,ci_high,valid,rep
thompson,0,2,0.17016871934539682,0.05751947193503347,0.28281796675576015,True,29
thompson,0,3,0.25760353844207223,0.14237060865689766,0.3728364682272468,True,29
thompson,1,1,0.034857739430034784,-0.11150704790157465,0.18122252676164421,True,29
thompson,1,2,0.00292947848395631,-0.1485651038028984,0.154424060770811,True,29
thompson,1,3,-0.01770181137356281,-0.17179562283588626,0.13639200008876065,True,29
thompson,2,1,0.3637187377051242,0.1463782389947076,0.5810592364155408,True,29
thompson,2,2,0.20131852839726622,-0.006534022419991736,0.40917107921452417,True,29
thompson,2,3,0.09459882763817205,-0.12032607269413122,0.30952372797047534,True,29
thompson,0,1,0.07283527790303118,-0.07585389892640784,0.2215244547324702,True,30
thompson,0,2,0.17809582939264532,0.0197180029584674,0.3364736558268232,True,30
thompson,0,3,0.03848645738155912,-0.15086762381186378,0.22784053857498202,True,30
thompson,1,1,0.27434020731902187,0.12166902175893518,0.42701139287910855,True,30
thompson,1,2,0.15341264443254238,-0.0033675586821936554,0.3101928475472784,True,30
thompson,1,3,0.2082163659099053,0.004937700328188438,0.41149503149162214,True,30
thompson,2,1,0.27566887579875904,0.05995000818297769,0.4913877434145404,True,30
thompson,2,2,0.06032658574292788,-0.17162278988149596,0.29227596136735173,True,30
thompson,2,3,-0.012982622426020992,-0.2639316544873035,0.2379664096352615,True,30
thompson,0,1,0.13281095526495773,0.02411723313732264,0.24150467739259282,True,31
thompson,0,2,0.17146203721560185,0.03944066887800446,0.30348340555319925,True,31
thompson,0,3,0.2686136389303618,0.14959228507720335,0.3876349927835202,True,31
thompson,1,1,0.1403572305523005,-0.04709656282723773,0.32781102393183875,True,31
thompson,1,2,0.16857491400297528,-0.03322920470911356,0.3703790327150641,True,31
thompson,1,3,0.10554366300789433,-0.0882851737720288,0.29937249978781744,True,31
thompson,2,1,0.37208832904491457,0.1509270093291039,0.5932496487607253,True,31
thompson,2,2,0.09582525352035773,-0.1543340151258513,0.3459845221665667,True,31
thompson,2,3,0.06660509461796245,-0.16366861369940777,0.29687880293533264,True,31
thompson,0,1,0.14553591101954416,0.04251431643131626,0.24855750560777207,True,32
thompson,0,2,0.1906909683164596,0.0371312287905422,0.344250707842377,True,32
thompson,0,3,0.3520532059745828,0.20087776688186504,0.5032286450673005,True,32
thompson,1,1,0.15748553485007635,0.00680841723629666,0.30816265246385605,True,32
thompson,1,2,0.07842296185435375,-0.12899624157042883,0.28584216527913636,True,32
thompson,1,3,-0.05068234848582641,-0.2340587062808459,0.13269400930919312,True,32
thompson,2,1,0.2260559062662784,0.028607700839091227,0.4235041116934656,True,32
thompson,2,2,0.007641870421763747,-0.26990020914949886,0.2851839499930263,True,32
thompson,2,3,-0.05533004902690491,-0.3237837214949564,0.21312362344114655,True,32
thompson,0,1,-0.004896346628442546,-0.13314521079027744,0.12335251753339235,True,33
thompson,0,2,0.10691456081307331,-0.02948923702162838,0.243318358647775,True,33
thompson,0,3,0.0947328337670538,-0.05625369247514364,0.24571936000925124,True,33
thompson,1,1,0.28851052300792723,0.17097753544455072,0.4060435105713037,True,33
thompson,1,2,0.18168385381855065,0.056235166478958626,0.3071325411581427,True,33
thompson,1,3,0.1346659295889627,-0.0017083113088450785,0.2710401704867705,True,33
thompson,2,1,0.1854265885372223,-0.0023328860076627933,0.3731860630821074,True,33
thompson,2,2,-0.05015477286904007,-0.2487065548897633,0.14839700915168313,True,33
thompson,2,3,-0.13217434601206102,-0.3407561046848725,0.07640741266075043,True,33
thompson,0,1,0.07635401486914656,-0.04376710689056976,0.19647513662886287,True,34
thompson,0,2,0.08165276731531804,-0.07164558234336024,0.23495111697399632,True,34
thompson,0,3,0.20622482191002914,0.07707222119965967,0.3353774226203986,True,34
thompson,1,1,0.27115234613842526,0.1437949700349014,0.39850972224194914,True,34
thompson,1,2,0.2062646157148565,0.044299542471301634,0.36822968895841135,True,34
thompson,1,3,0.15659402881830062,0.016815186093188994,0.29637287154341224,True,34
thompson,2,1,0.1632677360831055,-0.09227546147894597,0.418810933645157,True,34
thompson,2,2,-0.014846123072377223,-0.30165261931290904,0.27196037316815463,True,34
thompson,2,3,-0.10879479336986915,-0.3629226926768382,0.14533310593709992,True,34
thompson,0,1,0.028940231235851915,-0.08776937131356895,0.14564983378527277,True,35
thompson,0,2,-0.1091559195464793,-0.25777337633375164,0.03946153724079304,True,35
thompson,0,3,0.12022934103123419,-0.029124399973591356,0.26958308203605974,True,35
thompson,1,1,0.16071504325037503,0.012721048419233744,0.3087090380815163,True,35
thompson,1,2,0.08872490542010172,-0.12435709431001049,0.3018069051502139,True,35
thompson,1,3,0.10674805753373207,-0.09162192292695051,0.3051180379944146,True,35
thompson,2,1,0.28742633755028274,0.05006352494530994,0.5247891501552555,True,35
thompson,2,2,0.08538395987695094,-0.2245007577497374,0.39526867750363925,True,35
thompson,2,3,-0.12435124481176867,-0.4040932366872596,0.15539074706372225,True,35
thompson,0,1,0.06497304575455473,-0.039541720673979194,0.16948781218308867,True,36
thompson,0,2,0.16246531114817964,0.035024524758925535,0.28990609753743374,True,36
thompson,0,3,0.1597281722067798,0.019647872267875954,0.2998084721456836,True,36
thompson,1,1,0.2158177443948653,0.06817137882605828,0.36346410996367234,True,36
thompson,1,2,0.13183602851919096,-0.04456866260613776,0.3082407196445197,True,36
thompson,1,3,0.07264011544701446,-0.10032799257777081,0.24560822347179972,True,36
thompson,2,1,0.26707734967160035,0.03289178607507276,0.5012629132681279,True,36
thompson,2,2,0.02501914256936694,-0.24097996001774186,0.29101824515647573,True,36
thompson,2,3,-0.050779280785810225,-0.3163296437366713,0.2147710821650508,True,36
thompson,0,1,0.12311246283439764,0.006578015273445148,0.23964691039535013,True,37
thompson,0,2,0.22185182679631762,0.10507859170556084,0.3386250618870744,True,37
thompson,0,3,0.3032725426553571,0.15487308468842548,0.4516720006222887,True,37
thompson,1,1,0.270761457422893,0.14140922340678308,0.4001136914390029,True,37
thompson,1,2,0.2185136741441437,0.0886923117484083,0.3483350365398791,True,37
thompson,1,3,0.06864456191497609,-0.07409778151782306,0.21138690534777524,True,37
thompson,2,1,0.23490061739758814,0.057578999456247476,0.41222223533892877,True,37
thompson,2,2,0.07115807651918347,-0.1025237339716105,0.24483988700997744,True,37
thompson,2,3,-0.04461303571028452,-0.25670412707711127,0.16747805565654222,True,37
thompson,0,1,0.02437818615742071,-0.07212178657620293,0.12087815889104435,True,38
thompson,0,2,0.14077447929341977,0.005046158512624743,0.2765028000742148,True,38
thompson,0,3,0.1770246756876934,0.07318674842360406,0.2808626029517827,True,38
thompson,1,1,0.18684745140901418,0.0757189642964971,0.29797593852153126,True,38
thompson,1,2,0.08599967789307128,-0.05956797269985714,0.2315673284859997,True,38
